location_id,shelter_id,shelter_name,address_1,city,county_parish,state,zip,shelter_status_code,assigned_geo_level,loc_id,tract_loc_id,county_loc_id,state_loc_id,latitude,longitude,state_contains_point,county_contains_point,nearest_county_loc_id,nearest_county_distance_deg,geo_classification
nss_shelters-354629,354629,Islesboro Town Office,150 Main Road,ISLESBORO,WALDO,ME,4848.0,CLOSED,state,USA-ME,,,USA-ME,44.2796069,-68.9035619,False,False,USA-ME-027,0.08152769018629051,outside_state_but_near_claimed_state_county
nss_shelters-71724,71724,Kennebunkport Consolidated School,25 School Street,KENNEBUNKPORT,YORK,ME,4046.0,CLOSED,state,USA-ME,,,USA-ME,43.36151565,-70.47274228,True,True,USA-ME-031,0.0,runtime_missed_county_containment
nss_shelters-71756,71756,LONG ISLAND VFW POST #9605,220 Island Drive,LONG ISLAND,CUMBERLAND,ME,4050.0,CLOSED,state,USA-ME,,,USA-ME,43.6877699,-70.16941066,False,False,USA-ME-005,0.05216975185534349,outside_state_but_near_claimed_state_county
nss_shelters-71755,71755,Long Island Learning Center,33 Fern Ave.,LONG ISLAND,CUMBERLAND,ME,4050.0,CLOSED,state,USA-ME,,,USA-ME,43.69566774,-70.14714273,False,False,USA-ME-005,0.06943205735099679,outside_state_but_near_claimed_state_county
nss_shelters-71760,71760,Lubec Consolidated School,44 South Street,LUBEC,WASHINGTON,ME,4652.0,CLOSED,state,USA-ME,,,USA-ME,44.8563957,-66.98763559,False,True,USA-ME-029,0.0,runtime_missed_county_containment
nss_shelters-354542,354542,Madawaska Elementary School,353  11th Avenue,MADAWASKA,AROOSTOOK,ME,4756.0,CLOSED,state,USA-ME,,,USA-ME,47.3401767,-68.3385129,True,True,USA-ME-003,0.0,runtime_missed_county_containment
nss_shelters-71762,71762,Madawaska Middle / High School,135 7TH AVENUE,MADAWASKA,AROOSTOOK,ME,4756.0,CLOSED,state,USA-ME,,,USA-ME,47.34920845,-68.32779628,True,True,USA-ME-003,0.0,runtime_missed_county_containment
nss_shelters-71788,71788,Miles Lane School,52 Miles Lane,BUCKSPORT,HANCOCK,ME,4416.0,CLOSED,state,USA-ME,,,USA-ME,44.57772214,-68.78027126,True,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-339140,339140,Mount Desert Fire Station,1157 Main Street,SEAL HARBOR,HANCOCK,ME,4675.0,CLOSED,state,USA-ME,,,USA-ME,44.29653431,-68.23921705,True,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-339164,339164,Mount Desert Fire Station,1157 Main Street,SEAL HARBOR,Hancock,ME,4675.0,CLOSED,state,USA-ME,,,USA-ME,44.29653431,-68.23921705,True,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-339165,339165,Mount Desert Fire Station,Route 3,SEAL HARBOR,Hancock,ME,4675.0,CLOSED,state,USA-ME,,,USA-ME,44.29877108,-68.24041815,True,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-71825,71825,Peaks Island Public Safety Bldg,129 Island Ave.,PEAKS ISLAND,CUMBERLAND,ME,4108.0,CLOSED,state,USA-ME,,,USA-ME,43.65813903,-70.19850302,False,False,USA-ME-005,0.029800952159200554,outside_state_but_near_claimed_state_county
nss_shelters-71844,71844,RLDS CHURCH-JONESPORT,154 Main St,JONESPORT,WASHINGTON,ME,4649.0,CLOSED,state,USA-ME,,,USA-ME,44.52881765,-67.61675631,False,False,USA-ME-029,0.0005916399808626285,outside_state_but_near_claimed_state_county
nss_shelters-71882,71882,South Bristol School,2024 State Route 129,SOUTH BRISTOL,LINCOLN,ME,4568.0,CLOSED,state,USA-ME,,,USA-ME,43.85929938,-69.556504,False,False,USA-ME-015,0.011137078912996411,outside_state_but_near_claimed_state_county
nss_shelters-71898,71898,Swans Island Elementary School,116 Rose Hill Rd,SWANS ISLAND,HANCOCK,ME,4685.0,CLOSED,state,USA-ME,,,USA-ME,44.18245277,-68.41669427,False,False,USA-ME-009,0.07137078626935746,outside_state_but_near_claimed_state_county
nss_shelters-71910,71910,University Of Maine At Fort Kent - Sports Center,9 Bengal Avenue,FORT KENT,AROOSTOOK,ME,4743.0,CLOSED,state,USA-ME,,,USA-ME,47.24878116,-68.58653123,True,True,USA-ME-003,0.0,runtime_missed_county_containment
nss_shelters-339013,339013,Warming Center Hahn Community Center,31 Main St.,FRIENDSHIP,Knox,ME,4547.0,CLOSED,state,USA-ME,,,USA-ME,43.98506667,-69.33228694,True,True,USA-ME-013,0.0,runtime_missed_county_containment
nss_shelters-361060,361060,Warming Center Island Community Center,6 Memorial Lane,STONINGTON,KNOX,ME,4681.0,CLOSED,state,USA-ME,,,USA-ME,44.1579283,-68.6662399,True,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-361051,361051,Warming Center South Bristol Fire Department,25 Middle Road,SOUTH BRISTOL,LINCOLN,ME,4568.0,CLOSED,state,USA-ME,,,USA-ME,43.8586085,-69.5559276,False,False,USA-ME-015,0.011918726246568105,outside_state_but_near_claimed_state_county
nss_shelters-361058,361058,Warming Center Southport Fire Department,402 Hendricks Hill Road,SOUTHPORT,LINCOLN,ME,4576.0,CLOSED,state,USA-ME,,,USA-ME,43.8243388,-69.6732657,False,False,USA-ME-015,0.02587918390336948,outside_state_but_near_claimed_state_county
nss_shelters-354639,354639,Warming Center Trenton Fire Station,59 Oak Point Road,TRENTON,HANCOCK,ME,4605.0,CLOSED,state,USA-ME,,,USA-ME,44.425674,-68.395577,False,True,USA-ME-009,0.0,runtime_missed_county_containment
nss_shelters-359102,359102,Warming Center York Beach Fire Department,18 Railroad Avenue,YORK BEACH,YORK,ME,3910.0,CLOSED,state,USA-ME,,,USA-ME,43.1747149,-70.6119573,False,False,USA-ME-031,0.0008705470433699056,outside_state_but_near_claimed_state_county
nss_shelters-333339,333339,Washington County Community College,1 College Drive,CALAIS,Washington,ME,4619.0,CLOSED,state,USA-ME,,,USA-ME,45.1668854,-67.24328651,True,True,USA-ME-029,0.0,runtime_missed_county_containment
nss_shelters-71960,71960,York Senior Center,36 Main St.,YORK,YORK,ME,3909.0,CLOSED,state,USA-ME,,,USA-ME,43.17581464,-70.61076123,False,False,USA-ME-031,0.0018228734949764154,outside_state_but_near_claimed_state_county
nss_shelters-82871,82871,AVERY CENTER- CAA,524 ASHMUN,Sault Sainte Marie,Chippewa,MI,49783.0,CLOSED,state,USA-MI,,,USA-MI,46.4972017,-84.34807896,True,True,USA-MI-033,0.0,runtime_missed_county_containment
nss_shelters-83344,83344,CHURCH OF THE STRAITS,307 N HURON ST,Mackinaw City,Cheboygan,MI,49701.0,CLOSED,state,USA-MI,,,USA-MI,45.78450503,-84.72531471,False,False,USA-MI-031,0.0035905824843851914,outside_state_but_near_claimed_state_county
nss_shelters-83055,83055,EMPIRE FIRE DEPARTMENT,4243 LACORE,EMPIRE,LEELANAU,MI,49630.0,CLOSED,state,USA-MI,,,USA-MI,44.93102013,-86.02082046,False,False,USA-MI-089,0.025086939648599857,outside_state_but_near_claimed_state_county
nss_shelters-341502,341502,Harrietta United Methodist Church,116 Davis St.,HARRIETTA,WEXFORD,MI,49638.0,CLOSED,state,USA-MI,,,USA-MI,45.31191,-85.69744,False,False,USA-MI-089,0.20221087149812772,outside_state_but_near_claimed_state_county
nss_shelters-82856,82856,ST JAMES EPISCOPAL,533 BINGHAM AVE,Sault Sainte Marie,Chippewa,MI,49783.0,CLOSED,state,USA-MI,,,USA-MI,46.49600365,-84.34602564,True,True,USA-MI-033,0.0,runtime_missed_county_containment
nss_shelters-343681,343681,BIRCHDALE COMMUNITY BUILDING,Highway 11,BIRCHDALE,KOOCHICHING,MN,56629.0,CLOSED,state,CAN-ON,,,CAN-ON,48.62549608,-93.8372063,False,False,,,missing_state_geometry
nss_shelters-79215,79215,Kagman Community Center,Kagman Road - Route 39,Saipan,Northern Mariana Islands,MP,96950.0,CLOSED,state,USA-MP,,,USA-MP,15.16764916,145.78441613,True,False,,,no_county_bank_for_state
nss_shelters-362825,362825,Kagman Elementary School,1 No Street Address,SAIPAN,NORTHERN MARIANA ISLANDS,MP,96950.0,CLOSED,state,USA-MP,,,USA-MP,15.1664827,145.7821579,True,False,,,no_county_bank_for_state
nss_shelters-79224,79224,ROTA HIGH SCHOOL,SONGSONG VILLAGE,ROTA,NORTHERN MARIANA ISLANDS,MP,96951.0,CLOSED,state,USA-MP,,,USA-MP,14.13504724,145.13590082,False,False,,,no_county_bank_for_state
nss_shelters-354064,354064,Rita H Inos Jr/Sr High School,Song Song Village,Rota,NORTHERN MARIANA ISLANDS,MP,96951.0,CLOSED,state,USA-MP,,,USA-MP,14.135047,145.135901,False,False,,,no_county_bank_for_state
nss_shelters-79225,79225,Rota Aging Center,Sinapalu Village,Rota,Northern Mariana Islands,MP,96951.0,CLOSED,state,USA-MP,,,USA-MP,14.14050941,145.14483633,True,False,,,no_county_bank_for_state
nss_shelters-362557,362557,SHELTER - Man'amko Center - Rota,Rota,ROTA,NORTHERN MARIANA ISLANDS,MP,96951.0,CLOSED,state,USA-MP,,,USA-MP,14.16548538,145.22782898,True,False,,,no_county_bank_for_state
nss_shelters-110788,110788,East Central Community Center,4300 Hwy 614,HURLEY,JACKSON,MS,39555.0,CLOSED,state,USA-MS,,,USA-MS,30.36885087,-88.56497352,True,True,USA-MS-059,0.0,runtime_missed_county_containment
nss_shelters-185811,185811,AMERICAN LEGION POST 40,1315 West Queen Street,EDENTON,CHOWAN,NC,27932.0,CLOSED,state,USA-NC,,,USA-NC,36.05690736,-76.64275689,True,True,USA-NC-041,0.0,runtime_missed_county_containment
nss_shelters-185460,185460,Albemarle Commision Center,512 SOUTH CHURCH ST,HERTFORD,PERQUIMANS,NC,27944.0,CLOSED,state,USA-NC,,,USA-NC,36.18253366,-76.46491596,False,True,USA-NC-143,0.0,runtime_missed_county_containment
nss_shelters-185435,185435,Atlantic Elementary School,550 SCHOOL DR,ATLANTIC,CARTERET,NC,28511.0,CLOSED,state,USA-NC,,,USA-NC,34.8811877,-76.34129516,True,True,USA-NC-031,0.0,runtime_missed_county_containment
nss_shelters-185619,185619,Baum Senior Center,300 Mustian Street,MANTEO,DARE,NC,27954.0,CLOSED,state,USA-NC,,,USA-NC,35.89852306,-75.66960766,False,False,USA-NC-055,0.09002724298853267,outside_state_but_near_claimed_state_county
nss_shelters-339236,339236,Dare County Center,950 Marshall C. Collins,MANTEO,Dare,NC,27954.0,CLOSED,state,USA-NC,,,USA-NC,35.89043946,-75.66470802,False,False,USA-NC-055,0.09069631827029404,outside_state_but_near_claimed_state_county
nss_shelters-185516,185516,KNOTTS ISLAND ELEMENTARY SCHOOL,413 Woodleigh Road,KNOTTS ISLAND,CURRITUCK,NC,27950.0,CLOSED,state,USA-NC,,,USA-NC,36.51458133,-75.91977393,True,True,USA-NC-053,0.0,runtime_missed_county_containment
nss_shelters-356394,356394,Kure Memorial Lutheran Church,117 N 3rd Ave,KURE BEACH,NEW HANOVER,NC,28449.0,CLOSED,state,USA-NC,,,USA-NC,33.990381,-77.908824,False,False,USA-NC-129,0.0028027834323739887,outside_state_but_near_claimed_state_county
nss_shelters-347824,347824,Manteo High School,829 Wingina Avenue,MANTEO,DARE,NC,27954.0,CLOSED,state,USA-NC,,,USA-NC,35.916733,-75.673536,False,False,USA-NC-055,0.09314964405262853,outside_state_but_near_claimed_state_county
nss_shelters-185600,185600,Perquimans Recreation Center,310 Granby Street,HERTFORD,PERQUIMANS,NC,27944.0,CLOSED,state,USA-NC,,,USA-NC,36.17132815,-76.44563404,False,True,USA-NC-143,0.0,runtime_missed_county_containment
nss_shelters-361408,361408,Scottsbluff Public School-Huntss Acres Community Center,1791 Ave X,SCOTTSBLUFF,SCOTTS BLUFF,NE,69361.0,CLOSED,state,USA-NE,,,USA-NE,40.5925139,-73.9523143,False,False,USA-NE-147,21.364201236707352,outside_claimed_state_far_away
nss_shelters-333700,333700,New Castle Recreation Building,301 Wentworth Road,NEWCASTLE,ROCKINGHAM,NH,3854.0,CLOSED,state,USA-NH,,,USA-NH,43.06386775,-70.7174745,True,True,USA-NH-015,0.0,runtime_missed_county_containment
nss_shelters-343393,343393,Rye Elementary School,461 Sagamore Rd,RYE,ROCKINGHAM,NH,3870.0,CLOSED,state,USA-NH,,,USA-NH,43.029065,-70.75392,True,True,USA-NH-015,0.0,runtime_missed_county_containment
nss_shelters-225714,225714,Rye Junior High School,501 WASHINGTON RD,RYE,ROCKINGHAM,NH,3870.0,CLOSED,state,USA-NH,,,USA-NH,43.01571733,-70.76176639,True,True,USA-NH-015,0.0,runtime_missed_county_containment
nss_shelters-359099,359099,Warming Center - Hampton Police Department,100 Brown Avenue,HAMPTON,ROCKINGHAM,NH,3842.0,CLOSED,state,USA-NH,,,USA-NH,42.9095112,-70.8140003,True,True,USA-NH-015,0.0,runtime_missed_county_containment
nss_shelters-339231,339231,Asbury Park Towers,1701 Ocean Ave,ASBURY PARK,Monmouth,NJ,7712.0,CLOSED,state,USA-NJ,,,USA-NJ,40.22809783,-73.99773389,False,False,USA-NJ-025,0.001390561844469793,outside_state_but_near_claimed_state_county
nss_shelters-348035,348035,Atlantic City High School,1400 Albany Blvd,ATLANTIC CITY,ATLANTIC,NJ,8401.0,CLOSED,state,USA-NJ,,,USA-NJ,39.36769845,-74.47338404,False,False,USA-NJ-001,0.00010597429786403975,outside_state_but_near_claimed_state_county
nss_shelters-332062,332062,Avalon,20th and Dune Drive,Avalon,Cape May,NJ,8202.0,CLOSED,state,USA-NJ,,,USA-NJ,39.10229953,-74.71754225,False,False,USA-NJ-009,0.016492576495411436,outside_state_but_near_claimed_state_county
nss_shelters-342688,342688,BETHEL UNITED METHODIST CHURCH,DORAN AVE & BETHEL RD,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32650052,-74.59428118,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-334631,334631,Boardwalk Hall,2301 Boardwalk,ATLANTIC CITY,Atlantic,NJ,8401.0,CLOSED,state,USA-NJ,,,USA-NJ,39.35414568,-74.4373225,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222619,222619,Brigantine Elementary School Complex,301 E EVAN BLVD,BRIGANTINE,ATLANTIC,NJ,8203.0,CLOSED,state,USA-NJ,,,USA-NJ,39.40214418,-74.37907164,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-344662,344662,Byrne Community Center,401 W. Youngs Ave,WILDWOOD,CAPE MAY,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.992195,-74.824007,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-222556,222556,CHRIST EPISCOPAL CHURCH,157 SHORE RD,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32526845,-74.58689774,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-330091,330091,Cape May Point Fire Department,412 Yale Ave,CAPE MAY POINT,CAPE MAY,NJ,8212.0,CLOSED,state,USA-NJ,,,USA-NJ,38.93544803,-74.96657951,False,False,USA-NJ-009,0.005004368906447819,outside_state_but_near_claimed_state_county
nss_shelters-222485,222485,Dawes Elementary School,22 W DAWES AVE,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32485476,-74.58941584,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222484,222484,Deal Elementary School,2001 ROSELD AVE,DEAL,MONMOUTH,NJ,7723.0,CLOSED,state,USA-NJ,,,USA-NJ,40.24561277,-73.99272969,False,False,USA-NJ-025,0.0014261411217274123,outside_state_but_near_claimed_state_county
nss_shelters-222453,222453,East Dover Elementary School,725 Vaughn Ave,TOMS RIVER,OCEAN,NJ,8753.0,CLOSED,state,USA-NJ,,,USA-NJ,39.96671888,-74.1507985,True,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222404,222404,Ethel A. Jacobs Elementary School,200  Barnegat Ave,BEACH HAVEN,OCEAN,NJ,8008.0,CLOSED,state,USA-NJ,,,USA-NJ,39.6554107,-74.17717635,False,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222399,222399,Eugeane A Tighe School,7804 Amberst Ave.,MARGATE CITY,ATLANTIC,NJ,8402.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32941518,-74.50661064,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222398,222398,Eugene A Tighe Elementary School,7804 AMHERST AVE,MARGATE CITY,ATLANTIC,NJ,8402.0,CLOSED,state,USA-NJ,,,USA-NJ,39.335143,-74.50085061,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222365,222365,First United Methodist Church,111 Ocean Ave,ISLAND HEIGHTS,OCEAN,NJ,8732.0,CLOSED,state,USA-NJ,,,USA-NJ,39.94212182,-74.14854474,False,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222306,222306,GRACE LUTHERAN CHURCH,11 E DAWES AVE,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32390148,-74.58768915,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222268,222268,Harvey Cedars Bible Conference,12 Cedars Ave,BEACH HAVEN,OCEAN,NJ,8008.0,CLOSED,state,USA-NJ,,,USA-NJ,39.73897457,-74.11834197,True,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222259,222259,Hazlet Middle School,1639 Union Ave,HAZLET,MONMOUTH,NJ,7730.0,CLOSED,state,USA-NJ,,,USA-NJ,40.43404258,-74.16399156,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-222257,222257,Henry Hudson Regional School,1 GRAND TOUR,HIGHLANDS,MONMOUTH,NJ,7732.0,CLOSED,state,USA-NJ,,,USA-NJ,40.39125283,-73.98858779,True,False,USA-NJ-025,0.00609704920340922,inside_state_near_county_edge
nss_shelters-345966,345966,Holly Beach Fire Company,4310 Washington Avenue,WILDWOOD,CAPE MAY,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.9871849,-74.821747,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-342400,342400,ISLAND HEIGHTS FIRST AID SQUAD,LAKE AVE & CENTRAL AVE,ISLAND HEIGHTS,OCEAN,NJ,8732.0,CLOSED,state,USA-NJ,,,USA-NJ,39.94517112,-74.14942254,True,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222206,222206,ISLAND HEIGHTS GRADE SCHOOL,115 SUMMIT AVE,ISLAND HEIGHTS,OCEAN,NJ,8732.0,CLOSED,state,USA-NJ,,,USA-NJ,39.94363817,-74.14798839,False,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-342147,342147,Island Heights Volunteer Fire Company,LAKE AND MAPLE AVE,ISLAND HEIGHTS,OCEAN,NJ,8732.0,CLOSED,state,USA-NJ,,,USA-NJ,39.95147,-74.148443,True,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-222177,222177,JORDAN RD SCHOOL,129 JORDAN RD,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32063572,-74.60699593,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222188,222188,Jewish Federation Of Atlantic,501 N JEROME AVE,MARGATE CITY,ATLANTIC,NJ,8402.0,CLOSED,state,USA-NJ,,,USA-NJ,39.33326342,-74.50862975,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222173,222173,Joseph C. Caruso Elementary School,81 Frances Place,KEANSBURG,MONMOUTH,NJ,7734.0,CLOSED,state,USA-NJ,,,USA-NJ,40.44390814,-74.13184979,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-222171,222171,Joseph R. Bolger Middle School,100 Palmer Place,KEANSBURG,MONMOUTH,NJ,7734.0,CLOSED,state,USA-NJ,,,USA-NJ,40.43747799,-74.12985329,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-222165,222165,KEANSBURG HIGH SCHOOL,140 PORT MONMOUTH RD,KEANSBURG,MONMOUTH,NJ,7734.0,CLOSED,state,USA-NJ,,,USA-NJ,40.44178574,-74.12509588,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-222090,222090,Long Beach Island Grade School,201 20th ST,BEACH HAVEN,OCEAN,NJ,8008.0,CLOSED,state,USA-NJ,,,USA-NJ,39.66787628,-74.1625478,False,False,USA-NJ-029,2.4923811582305126e-05,outside_state_but_near_claimed_state_county
nss_shelters-221505,221505,Margate Municipal Building,9001 WINCHESTER AVE,MARGATE CITY,ATLANTIC,NJ,8402.0,CLOSED,state,USA-NJ,,,USA-NJ,39.32518751,-74.51217307,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-222001,222001,Memorial School,221 Morningside Avenue,KEYPORT,MONMOUTH,NJ,7735.0,CLOSED,state,USA-NJ,,,USA-NJ,40.44071554,-74.17396504,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-222602,222602,Mission Point CHURCH,900 W NEW YORK AVE,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.3188293,-74.60532485,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221901,221901,North Wildwood Community Center,900 CENTRAL AVE,WILDWOOD,Cape May,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,39.00242982,-74.7975999,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-221885,221885,Ocean Avenue School,235 Ocean Ave,MIDDLETOWN,MONMOUTH,NJ,7748.0,CLOSED,state,USA-NJ,,,USA-NJ,40.43695638,-74.11672319,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-221882,221882,Ocean City High School,501 ALANTIC AVE,OCEAN CITY,Cape May,NJ,8226.0,CLOSED,state,USA-NJ,,,USA-NJ,39.28024732,-74.56816156,False,False,USA-NJ-009,0.00022354651402530694,outside_state_but_near_claimed_state_county
nss_shelters-221797,221797,Port Monmouth Elementary School,202 Main Street,PORT MONMOUTH,MONMOUTH,NJ,7758.0,CLOSED,state,USA-NJ,,,USA-NJ,40.42763041,-74.10525684,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-221796,221796,Port Monmouth Road School,142 Port Monmouth Road,KEANSBURG,MONMOUTH,NJ,7734.0,CLOSED,state,USA-NJ,,,USA-NJ,40.44180372,-74.12501494,True,True,USA-NJ-025,0.0,runtime_missed_county_containment
nss_shelters-221656,221656,SEASIDE HEIGHTS FIRE DEPARTMENT INACTIVE,116 SHERMAN AVE,SEASIDE HEIGHTS,OCEAN,NJ,8751.0,CLOSED,state,USA-NJ,,,USA-NJ,39.94321959,-74.07132542,False,False,USA-NJ-029,0.0005159703760982476,outside_state_but_near_claimed_state_county
nss_shelters-221654,221654,SEAVIEW BAPTIST CHURCH,2025 Shore Dr,LINWOOD,ATLANTIC,NJ,8221.0,CLOSED,state,USA-NJ,,,USA-NJ,39.33356968,-74.58027518,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221695,221695,Saint Catharine Of Siena Church,50 E Street,SEASIDE PARK,OCEAN,NJ,8752.0,CLOSED,state,USA-NJ,,,USA-NJ,39.92627636,-74.07432915,False,False,USA-NJ-029,5.104909627351561e-05,outside_state_but_near_claimed_state_county
nss_shelters-221684,221684,Saint Joseph Regional School,11 HARBOR LANE,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.31743535,-74.59376856,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221669,221669,Saint Phillips School,4101 W BRIGANTINE AVE,BRIGANTINE,ATLANTIC,NJ,8203.0,CLOSED,state,USA-NJ,,,USA-NJ,39.38951601,-74.3916999,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221632,221632,Sisters Of St Joseph's Church,606 SHORE RD,SOMERS POINT,ATLANTIC,NJ,8244.0,CLOSED,state,USA-NJ,,,USA-NJ,39.31686878,-74.59355273,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221621,221621,South Amboy Middle High School,200 Governor Harold G Hoffman Plaza,SOUTH AMBOY,MIDDLESEX,NJ,8879.0,CLOSED,state,USA-NJ,,,USA-NJ,40.48151338,-74.27415897,True,True,USA-NJ-023,0.0,runtime_missed_county_containment
nss_shelters-348108,348108,St. Peter & Paul Church,404 Hudson Street,HOBOKEN,HUDSON,NJ,7030.0,CLOSED,state,USA-NJ,,,USA-NJ,40.74113592,-74.02868224,False,True,USA-NJ-017,0.0,runtime_missed_county_containment
nss_shelters-221520,221520,Toms River High School East,1225 Raider Way,TOMS RIVER,OCEAN,NJ,8753.0,CLOSED,state,USA-NJ,,,USA-NJ,39.96793296,-74.14249776,True,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-221494,221494,Upper Township Elementary School,50 NorthTUCKAHOE RD,MARMORA,Cape May,NJ,8223.0,CLOSED,state,USA-NJ,,,USA-NJ,39.26878203,-74.64699943,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-356943,356943,Upper Township Primary School,130 Old NorthTuckahoe Road,MARMORA,CAPE MAY,NJ,8223.0,CLOSED,state,USA-NJ,,,USA-NJ,39.27091,-74.646735,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-361318,361318,Uptown School Complex,323 Madison Avenue,ATLANTIC CITY,ATLANTIC,NJ,8401.0,CLOSED,state,USA-NJ,,,USA-NJ,39.3710565,-74.4172763,False,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221488,221488,Ventnor Educational Community Complex,400 Lafayett Avenue,VENTNOR CITY,ATLANTIC,NJ,8406.0,CLOSED,state,USA-NJ,,,USA-NJ,39.34230318,-74.48191464,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-221483,221483,Veterans Of Foreign Wars Post 3729,17 E Winifred Ave,BEACH HAVEN,OCEAN,NJ,8008.0,CLOSED,state,USA-NJ,,,USA-NJ,39.61083017,-74.20434414,False,True,USA-NJ-029,0.0,runtime_missed_county_containment
nss_shelters-221465,221465,W.H. ROSS III SCHOOL,101 N HAVERFORD AVE,MARGATE CITY,ATLANTIC,NJ,8402.0,CLOSED,state,USA-NJ,,,USA-NJ,39.33097914,-74.50222657,True,True,USA-NJ-001,0.0,runtime_missed_county_containment
nss_shelters-332068,332068,WILDWOOD,200 West Young Avenue,Wildwood,Cape May,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.98937167,-74.82098227,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-332119,332119,Wildwood Crest Fire Dept,7100 Pacific Ave,WILDWOOD,CAPE MAY,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.97213166,-74.83747584,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-345171,345171,Wildwood Fire Company #1,111 E. Pine Avenue,WILDWOOD,CAPE MAY,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.9919395,-74.8135699,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
nss_shelters-345172,345172,Wildwood High School,4300 Pacific Avenue,WILDWOOD,CAPE MAY,NJ,8260.0,CLOSED,state,USA-NJ,,,USA-NJ,38.985946,-74.820015,True,True,USA-NJ-009,0.0,runtime_missed_county_containment
